184,12.2302
185,12.3454
186,11.768
187,11.384
188,12.3646
189,11.768
190,10.8052
191,10.3444
192,10.3444
193,10.3636
194,10.5172
195,10.5172
196,10.306
197,10.3828
198,11.923
199,11.9422
200,10.5364
201,11.229
202,11.384
203,11.384
204,10.498
205,10.151
206,11.768
207,10.2086
208,11.2482
209,10.5172
210,10.9602
211,11.4416
212,10.8642
213,10.7284
214,10.5556
215,12.1726
216,11.0562
217,11.0178
218,10.0934
219,10.6132
220,10.9602
221,10.8052
222,10.8052
223,10.8052
224,10.9218
225,10.2086
226,9.863
227,9.9782
228,9.9974
229,8.8042
230,10.3252
231,9.4584
232,9.959
233,9.9782
234,10.0166
235,10.055
236,10.0934
237,11.229
238,11.229
239,10.7668
240,10.151
241,10.5748
242,10.845
243,11.6528
244,11.48
245,12.1726
246,12.2494
247,11.1138
248,12.3262
249,9.767
250,10.055
251,9.863
252,10.9986
253,10.2278
254,9.073
255,10.0166
256,11.1714
257,10.845
258,10.69
259,11.2098
260,10.845
261,10.306
262,10.7092
263,10.306
264,10.2086
265,10.786
266,10.402
267,8.689
268,10.0934
269,10.0934
270,10.306
271,10.7284
272,11.768
273,10.845
274,9.767
275,9.767
276,9.767
277,9.9974
278,10.5364
279,10.6516
280,10.7284
281,10.247
282,9.863
283,9.7862
284,9.9974
285,10.69
286,10.0358
287,10.3444
288,11.5184
289,11.229
290,10.306
291,11.325
292,10.498
293,10.9218
294,10.845
295,9.5352
296,10.306
297,10.6516
298,9.3816
299,9.612
300,9.767
301,9.767
302,9.073
303,10.306
304,10.9986
305,11.768
306,12.558
307,11.3442
308,10.69
309,9.9206
310,9.324
311,10.151
312,10.5748
313,10.69
314,11.923
315,10.69
316,10.7476
317,10.151
318,10.69
319,10.498
320,10.594
321,10.151
322,11.768
323,10.6516
324,10.402
325,10.4212
326,11.037
327,11.037
328,11.229
329,11.1714
330,11.2674
331,12.7884
332,12.0574
333,11.576
334,12.3646
335,10.7476
336,10.845
337,10.845
338,11.1138
339,11.1138
340,10.845
341,10.6132
342,10.594
343,10.845
344,10.9794
345,9.9974
346,11.2674
347,10.0358
348,10.4212
349,12.211
350,11.0754
351,10.5748
352,10.2278
353,12.307
354,10.3636
355,11.8448
356,10.498
357,10.498
358,10.498
359,10.0934
360,11.229
361,10.1318
362,10.3444
363,10.2854
364,10.7284
365,10.8244
366,10.9986
367,10.7092
368,11.1906
369,11.1714
370,11.1138
371,11.7104
372,11.7104
373,11.576
374,11.1714
375,11.1906
376,10.8052
377,11.3442
378,11.4992
379,11.4416
380,11.4224
381,10.9602
382,10.6324
383,10.5172
384,10.6516
385,11.8064
386,13.8472
387,12.2686
388,12.0766
389,12.0766
390,11.0754
391,12.019
392,12.462
393,12.6348
394,12.019
395,11.7296
396,11.7296
397,11.4416
398,11.9806
399,12.75
400,12.75
401,12.1918
402,12.2302
403,12.1534
404,11.923
405,11.8064
406,13.54
407,11.9998
408,11.8832
409,12.654
410,12.3838
411,12.9806
412,12.5196
413,12.7884
414,12.0766
415,12.4222
416,11.9998
417,11.9614
418,10.4404
419,11.325
420,12.211
421,11.3058
422,11.5376
423,11.384
424,10.8642
425,11.1138
426,11.7296
427,11.384
428,10.845
429,10.0742
430,10.845
431,10.0934
432,10.0358
433,11.4224
434,10.9026
435,12.0766
436,11.8448
437,11.4224
438,11.5184
439,11.133
440,11.5184
441,11.2098
442,11.7488
443,11.7872
444,11.923
445,12.2686
446,11.037
447,11.1138
448,11.0946
449,11.0946
450,12.6156
451,11.325
452,11.6528
453,10.7668
454,11.1138
455,10.69
456,11.1906
457,11.923
458,10.9794
459,11.229
460,11.6912
461,11.7872
462,11.6912
463,11.7872
464,10.9026
465,10.5556
466,10.9602
467,10.151
468,11.037
469,11.7872
470,12.1726
471,12.2878
472,12.1534
473,11.5376
474,11.6144
475,11.133
476,11.325
477,11.768
478,11.8256
479,11.4416
480,11.48
481,11.4224
482,11.8832
483,11.325
484,10.7668
485,10.2278
486,10.306
487,9.228
488,8.9578
489,9.7272
490,9.8822
491,10.4212
492,12.1918
493,10.845
494,10.9794
495,11.229
496,11.229
497,10.4212
498,10.4212
499,10.498
500,10.498
501,10.0358
502,10.3828
503,10.5748
504,11.4992
505,10.5364
506,9.9974
507,9.8822
508,9.9014
509,10.5364
510,9.767
511,10.5364
512,10.69
513,10.69
514,11.2098
515,10.3636
516,9.228
517,8.9194
518,10.69
519,10.69
520,10.845
521,10.845
522,11.0946
523,11.923
524,11.229
525,10.69
526,10.9986
527,11.229
528,10.69
529,10.5748
530,9.767
531,10.306
532,10.69
533,11.384
534,11.3058
535,10.9602
536,10.9218
537,11.229
538,10.4404
539,10.9986
540,10.4212
541,11.0754
542,10.6132
543,10.786
544,10.6708
545,10.8052
546,11.1522
547,11.229
548,11.5184
549,10.9794
550,10.5748
551,10.3444
552,10.8244
553,11.0562
554,10.69
555,11.1522
556,11.8064
557,11.2482
558,11.9614
559,12.1342
560,11.7872
561,10.9218
562,11.6336
563,11.6336
564,11.6144
565,12.3262
566,11.384
567,9.863
568,10.845
569,10.402
570,10.306
